Artist,Song,Text
Coldplay,God Put A Smile Upon Your Face,"Where do we go nobody knows?  
I've gotta say I'm on my way down  
God give me style and give me grace  
God put a smile upon my face  
  
Where do we go to draw the line?  
I've gotta say...  
I wasted all your time, honey honey  
Where do I go to fall from grace?  
God put a smile upon your face  
Yeah  
  
Now when you work it out I'm worse than you  
Yeah when you work it out I wanted to  
Now when you work out where to draw the line  
Your guess is as good as mine  
  
Where do we go nobody knows?  
Don't ever say you're on your way down... when  
God gave you style and gave you grace  
And put a smile upon your face  
Ah yeah  
  
Now when you work it out I'm worse than you  
Yeah when you work it out I wanted to  
Now when you work out where to draw the line  
Your guess is as good as mine  
  
It's as good as mine  
It's as good as mine  
It's as good as mine  
As good as mine  
As good as mine  
As good as mine  
As good as mine  
  
Where do we go nobody knows?  
Don't ever say you're on your way down...when  
God gave you style and gave you grace  
And put a smile upon your face

"
Coldplay,Green Eyes,"Honey you are a rock  
Upon which I stand  
And I come here to talk  
I hope you understand  
  
That green eyes  
Yeah the spotlight, shines upon you  
And how could anybody deny you  
  
I came here with a load  
And it feels so much lighter  
Now I met you  
And honey you should know  
That I could never go on without you  
Green eyes  
  
Honey you are the sea  
Upon which I float  
And I came here to talk  
I think you should know  
  
That green eyes  
You're the one that I wanted to find  
And anyone who tried to deny you  
Must be out of their mind  
  
Because I came here with a load  
And it feels so much lighter  
Since I met you  
And honey you should know  
That I could never go on without you  
  
Green eyes  
Green eyes  
Ooh ooh ooh ooh  
Ooh ooh ooh ooh  
Ooh ooh ooh ooh  
  
Honey you are the rock  
Upon which I stand

"
Coldplay,How You See The World,"Are you missing something?  
Looking for something?  
Tired of everything  
Searching and struggling  
Are you worried about it?  
Do you wanna talk about it?  
Oh You're gonna get it right some time  
  
There's so much to be scared of  
And not much to make sense of  
Are you running in a circle?  
You can't be too careful  
And you can't relate it  
'Cause it's complicated  
Oh You're gonna get it right some time  
You're gonna get it right some time  
  
It's how you see the world  
How many times can you see?  
You can't believe what you learn  
  
It's how you see the world  
Don't you worry yourself  
Your not gonna get hurt  
  
Oh  
  
Is there something missing?  
There's nobody listening  
Are you scared of what you don't know?  
don't wanna end up on your own?  
You need conversation  
And information  
  
Oh  
  
Gonna get it right sometimes  
You just wanna get it right sometimes  
  
It's how you see the world  
How many times have you heard?  
You can't believe a word  
  
It's how you see the world  
Don't you worry yourself  
'Cause nobody can learn  
  
Oh  
Oh  
Oh  
  
That's how you see the world  
That's how you see the world

"
Coldplay,I Ran Away,"One, two, three... well  
I ran away from you  
That's all I ever do  
And though I started here  
I ran away from you  
  
I'm gonna come on in  
And see it through  
  
I ran away from you  
That's all I ever do  
  
And when I heard you call to  
Come back to me  
And though I should stay  
I don't have the stomach to  
  
Everyone I know  
Says I'm a fool mess with you  
Everyone I know  
Says it's a stupid thing to do  
  
I have your love on call  
And yet my day is not so full  
There might be nothing left to do  
So I ran away from you  
  
I'm gonna come on in  
My eyes are closed  
  
I can feel it there  
The sun's so close  
I'm gonna come on out  
And burn the sky  
  
A star arose in my own cage  
I'm stuck in line  
And in a cage  
  
Just a single star  
I sing for  
  
Everyone I know  
Says I'm a fool mess with you  
Everyone I know  
Says it's a stupid thing to do  
  
I have your love on call  
And yet my day is not so full  
And I did not know what to do  
And so I ran away from you

"
Coldplay,Idiot,"So I was an idiot  
I was a goddamn idiot  
Because I came here so violent  
Because I came around here so violent  
  
I said yes I was an idiot  
I was a goddamn idiot  
Because I made you think for it  
Because I came round here to think for it  
  
And sing it  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
  
My love, my love, where have you been?  
My love, my love, where did you go?  
My love, my love, what have you seen?  
My love, you're such an idiot  
  
Like an idiot...  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
  
I was an idiot  
I fell down like a goddamn idiot  
Because I came here to bring them down  
Because I came round here to fight them down  
I said yes I felt like an idiot  
I was a goddamn idiot  
  
Sing it  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
  
My love, my love, where have you been?  
My love, my love, where did you go?  
My love, my love, what have you seen?  
My love, you're such an idiot  
  
Like an idiot...  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
  
Listen now, it's a wonderful life  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
It's a wonderful life  
  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive...

"
Coldplay,Kingdom Come,"One, two  
  
Steal my heart and hold my tongue  
I feel my time, my time has come  
Let me in, unlock the door  
I've never felt this way before  
  
And the wheels just keep on turning  
The drummer begins to drum  
I don't know which way I'm going  
I don't know which way I've come  
  
Hold my head inside your hands  
I need someone who understands  
I need someone, someone who hears  
For you I've waited all these years  
  
For you I'd wait 'til kingdom come  
Until my day, my day is done  
And say you'll come and set me free  
Just say you'll wait, you'll wait for me  
  
In your tears and in your blood  
In your fire and in your flood  
I hear you laugh, I heard you sing  
I wouldn't change a single thing  
  
The wheels just keep on turning  
The drummers begin to drum  
I don't know which way I'm going  
I don't know what I'll become  
  
For you I'd wait 'til kingdom come  
Until my days, my days are done  
And say you'll come and set me free  
Just say you'll wait, you'll wait for me  
Just say you'll wait, you'll wait for me  
Just say you'll wait, you'll wait for me

"
Coldplay,Lhuna,"I'm all by myself, I don't need anybody else  
I'm all by myself, no help  
I'm all on my own quietly sleeping in my home  
I'm all on my own, my own  
  
Hello, won't you let me come in?  
Lhuna, can't you hear how much I'm suffering?  
Hello, won't you let me know?  
'Cause I'm all alone, all alone  
  
We are dreaming about Lhuna  
The smell of her, the touch and the taste of her  
Dreaming about Lhuna  
Her and me simultaneously  
  
I don't know what the time is  
I don't know where you've flown  
And I don't know why you're so far from home  
  
Hello, won't you let me come in?  
Lhuna, can't you hear how much I'm suffering?  
Hello, won't you let me know?  
'Cause I'm all alone, all alone  
  
We are dreaming about Lhuna  
The smell of her, the touch and the taste of her  
Dreaming about Lhuna  
Her and me simultaneously  
Her and me, effortlessly  
Oh, her and me effortlessly

"
Coldplay,Life In Technicolor II,"There's a wild wind blowing,  
Down the corner of my street  
Every night there the headlights are glowing  
  
There's a cold war coming,  
On the radio I heard  
Baby it's a violent world  
  
Oh love don't let me go  
Won't you take me where the streetlights glow  
I could hear it coming  
I could hear the sirens sound  
Now my feet won't touch the ground  
  
Time came a creepin'  
Oh and time's a loaded gun  
Every road is a ray of light  
It goes on  
Time only can lead you on  
Still it's such a beautiful night  
  
Oh love don't let me go  
Won't you take me where the streetlights glow  
I could hear it coming  
Like a serenade of sound  
Now my feet won't touch the ground  
  
Gravity release me,  
And don't ever hold me down  
Now my feet won't touch the ground.

"
Coldplay,Lips Like Sugar,"She floats like a swan  
Grace on the water  
Lips like sugar  
Lips like sugar  
  
Just when you think you've caught her  
She glides across the water  
She calls for you tonight  
To share this moonlight  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses  
  
She knows what she knows  
I know what she's thinking  
Sugar kisses  
Sugar kisses  
  
Just when you think she's yours  
She's flown to other shores  
To laugh at how you break  
To melt into this lake  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses  
  
She'll be my mirror  
Reflect what I am  
A loser and a winner  
The King of Siam  
And my Siamese twin  
She knows what I'm thinking  
???  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses

"
Coldplay,Lost Highway,"I'm a rollin' stone all alone and lost  
For a life of sin I have paid the cost  
When I past by all the people say  
Just another guy on the lost highway  
  
Just a deck of cards and a jug of wine  
And a woman's lies makes a life like mine  
On the day we met, oh I went astray  
I started rolling down that lost highway  
  
I was just a lad, nearly twenty two  
Neither good nor bad, just a kid like you  
And now I'm lost, too late to pray  
Lord I paid a cost, on the lost highway  
  
Now boy's don't start to ramblin' round  
On this road of sin are you sorrow bound  
Take my advice or you'll curse the day  
You started rollin' down that lost highway  
You started rollin' down that lost highway  
You started rollin' down that lost highway  
You started rollin' down that lost highway

"
Coldplay,Lovers In Japan,"Lovers, keep on the road you're on  
Runners, until the race is run  
Soldiers, you've got to soldier on  
Sometimes even right is wrong  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day, we are gonna get out  
  
Tonight maybe we're gonna run  
Dreaming of the Osaka sun  
Ohh ohh...  
Dreaming of when the morning comes  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day the sun will come out

"
Coldplay,Low,"You see the world in black and white  
No color or life  
You think you'll never get it right  
But you're wrong, you might  
  
The sky could fall, could fall on me  
The parting of the seas  
But you mean more, mean more to me  
Than any color I can see  
  
All you ever wanted was love  
But you never looked hard enough  
It's never gonna give itself up  
All you ever wanted to be  
Living in perfect symmetry  
Nothing is as down or as up  
As us  
  
You see the world in black and white  
Nothing to bright  
You see no meaning to your life  
Yes you try  
Yes you try  
  
And all you ever wanted was love  
But you never looked hard enough  
It's never gonna give itself up  
And all you ever wanted to be  
Living in perfect symmetry  
Nothing is as down or as up  
  
And don't you want to see it come soon  
Floating in a big white balloon  
Or given your own silver spoon  
  
Don't you want to see it come down  
Enough of throwing your arms around  
And saying not a moment too soon  
  
Cause I feel low  
Cause I feel low  
Ooh  
Yeah I feel low  
Oh no  
Ooh  
Cause I feel low  
Cause I feel low  
Ooh  
And I feel low  
Oh no  
Ooh

"
Coldplay,Magic,"Call it magic, call it true  
I call it magic when I'm with you  
And I just got broken, broken into two  
Still I call it magic, when I'm next to you  
  
And I don't, and I don't, and I don't, and I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
I don't, no, I don't, no, I don't, no, I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
Ooh ooh ooh  
  
Call it magic, cut me into two  
And with all your magic, I disappear from view  
And I can't get over, can't get over you  
Still, I call it magic, such a precious truth  
  
And I don't, and I don't, and I don't, and I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
I don't, no, I don't, no, I don't, no, I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
Wanna fall, I fall so far  
I wanna fall, fall so hard  
And I call it magic  
And I call it true  
Call it magic  
  
Ooh ooh ooh  
Ooh ooh ooh  
Ooh ooh ooh  
Ooh ooh ooh  
  
And if you were to ask me  
After all that we've been through  
""Still believe in magic?""  
Well yes, I do  
Oh yes, I do  
Oh yes, I do  
Oh yes, I do  
Of course I do

"
Coldplay,Major Minus,"They got one eye watching you  
One eye on what you do  
So be careful who it is you're talking to  
They got one eye watching you  
One eye on what you do  
So be careful what it is you're trying to do  
  
And be careful when you're walking in the view  
Just be careful when you're walking in the view  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on  
  
They got one eye watching you  
And one eye on what you do  
So be careful 'cause nothing they say is true  
D-don't believe a word, it's us against the world  
And we just got to turn up to be heard  
  
Hear the crocodiles ticking round the world  
Hear those crocodiles ticking, they go ticking round the world  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and  
You could hear them climbing the stairs  
I got my right side fighting while  
My left hides under the chairs  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you

"
Coldplay,Marianne,"Come on Marianne  
The sun sets in your eyes  
I'm in love again  
Come on once or twice  
  
Wanna be your air?  
Come on now, all I see  
Wanna ride along  
Follow all our dreams  
  
Kaleidoscopes that fall into the sun  
Gonna lay the blame on me, not anyone  
Gonna write a song  
Sing it to the sun  
Don't tell anyone  
Don't tell anyone  
  
Oh, sweet Marianne  
You're the only one I've ever loved  
And I swear it on  
Swear it on the moon and stars above  
I wanna understand  
And, I wanna be your man  
I wanna be your man  
Swear it on the moon and stars  
  
I will full moon  
Just a part of me  
Gonna write a song and see how a woman feel  
Come on get it on right into the sun  
Gonna ride along and fly, gonna let it on  
  
Oh, sweet Marianne  
You're the only one I've ever loved  
And I swear it on  
Swear it on the moon and stars above  
In my head you're the only one I've ever loved  
I wanna be your man  
You're the only one I've ever loved  
  
Oh, don't you love me  
Oh, don't you love me  
Don't you love me  
Oh, don't you love me  
  
Yeah yeah yeah  
  
Yeah yeah yeah yeah yeah yeah yeah  
Yeah yeah yeah yeah yeah yeah yeah  
Yeah yeah yeah yeah yeah yeah yeah  
  
Oh yeah

"
Coldplay,Midnight,"In the darkness before the dawn  
In the swirling of this storm  
When I'm rolling with the punches and hope is gone  
Leave a light, a light on  
  
Millions of miles from home  
In the swirling swimming on  
When I'm rolling with the thunder but bleed from thorns  
Leave a light, a light on  
Leave a light, a light on  
  
Leave a light, a light on  
Leave a light, a light on  
  
In the darkness before the dawn  
In the darkness before the dawn  
Leave a light, a light on  
Leave a light, a light on

"
Coldplay,Miracles,"[Verse 1]  
From up above I heard  
The angels sing to me these words  
And sometimes in your eyes  
I see the beauty in the world  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes  
Eyes  
  
[Verse 2]  
Sometimes the stars decide  
To reflect in puddles in the dirt  
When I look in your eyes  
I forget all about what hurts  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes and cry  
  
Believe in miracles  
  
[Outro]  
Oh hey  
I'm floating up above the world now  
Oh hey  
I'm floating up above the world now  
  
Ooh, Oh, Oh  
Oh yeah, yeah, yeah

"
Coldplay,M.M.I.X.,"Somewhere up above the stars  
The wreckage of a universe floats past  
Somewhere up above my heart  
A tiny little seed is sown,  
A government is overthrown,  
Who knows when we'll be coming home at last  
And I heard it on the radio  
That one day we'll be living in the stars  
And I heard it on a tv show  
That somewhere up above  
And in my heart  
They'll be tearing us apart,  
Maybe moving us to mars  
Past the satellites and stars,  
Maybe moving us to mars  
We won't see the earth again  
In these seconds just remain unchanged  
8 to 9, 9 to 10  
We are meeting for the first time  
We might never meet again you and me  
We are meeting for the first time  
Can't you see  
76543  
We are meeting for the first time  
Singing this space symphony  
They'll be tearing us apart moving us to mars,  
Past the satellites and stars  
They're moving us to mars

"
Coldplay,Moses,"Come on now, don't you want to see?  
This thing that's happening to me  
Like Moses has power over sea  
So you've got power over me  
  
Come on now, don't you want to know?  
You're a refuge, somewhere I can go  
You're air that, air that I can breathe  
Cause you're my golden opportunity  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
  
Come on now, don't you want to see?  
Just what a difference you've made in me  
I'll be waiting oh no matter what you say  
Cause I've been waiting for days, days, days  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
I wish  
  
Oh, oh, oh  
Oh, oh, oh  
If the sky's gonna fall down, let it fall on me  
If you're gonna break down, you can break on me  
If the sky's gonna fall down, let it fall on me  
If it's gonna rain down, it can rain on me  
It can rain on me

"
Coldplay,Murder,"Tie me to a tree  
Tie my hands above my head  
Sing a song to me  
Sing a song like what you said  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
Come spit at us  
Come and throw your weight around  
Come and fight with us  
Come and rock me to the ground  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
So what can it possibly be?  
Oh what can it possibly be?  
Oh what can it possibly be?

"
Coldplay,No More Keeping My Feet On The Ground,"Sometimes I wake up when I'm falling asleep  
I think that maybe the curtains are closing on me  
But I wake up, yes I wake up smiling  
  
[Chorus]  
So what I feel fine  
I'm okay, I've seen the lighter side of life  
I'm alright I feel good  
So ill go, ill try to start moving  
  
Sometimes I wake up and I'm falling asleep  
But I've got to get going, so much that I wanted to do  
But I wake up smiling  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
Sometimes I feel the chance is surprising  
Surprisingly good to be moving around  
And I move, and I wake up smiling  
  
[Chorus]  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
And there's nothing to keep them  
Nothing to keep them down  
And there's nothing to keep them  
There's nothing to keep them down.

"
Coldplay,Now My Feet Won't Touch The Ground,"Let me go boys, let me go  
Push my bone from the highest cliff to the sea below  
Rocks are waiting boys, rocks are waiting  
Swoop down from the sky and catch me like the bird to prey  
  
Now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Singing now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Now my feet won't touch the ground

"
Coldplay,O,"A flock of birds hovering above  
Just a flock of birds  
That's how you think of love  
  
And I always  
Look up to the sky  
Pray before the dawn  
Cause they fly always  
Sometimes they arrive  
Sometimes they are gone  
They fly on  
  
A flock of birds hovering above  
Into smoke I'm turned and rise following them up  
  
Still I always  
Look up to the sky, pray before the dawn  
Cause they fly away  
One minute they arrive, next you know they're gone  
  
They fly on  
Fly on  
  
So fly on, ride through  
Maybe one day I'll fly next to you  
Fly on, ride through, maybe one day I can fly with you  
Fly on  
Fly on  
Fly on

"
Coldplay,Oceans,"Wait for your call, love  
The call never came  
Ready to fall up  
Ready to claim  
  
I'm ready for it all, love  
I'm ready for the pain  
Meet under sun and  
Meet me again  
In the rain  
In the rain  
The rain  
  
Behind the walls, love  
I'm trying to change  
And I'm ready for it all, love  
I'm ready for the change  
Meet me in blue sky  
Meet me again  
In the rain  
The rain, in the rain  
In the rain  
  
The rain  
  
Got to find yourself alone in this world  
You've got to find yourself alone

"
Coldplay,Ode To Deodorant,"Here's an Ode, ah, to deodorant  
It's my thing, ah it's my favourite hygiene  
It keeps me through the day  
  
Another ode, ah to deodorant  
It's my thing, ah it's my favourite hygiene  
It's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
Here's an Ode, an ode to aerosol  
It's my thing  
Ah, it's my favourite hygiene, it's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
It's okay Oh, would I ever let you down? No way  
Oh, would I ever let you down, okay?  
Oh, would I ever let you down, no way  
Oh, would I ever let you down...  
  
I'll never let ya, I'll never let ya, I'll never let you down, no way  
  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way

"
Coldplay,Paradise,"When she was just a girl she expected the world  
But it flew away from her reach  
So she ran away in her sleep and dreamed of  
Para-para-paradise, para-para-paradise, para-para-paradise  
Every time she closed her eyes  
  
When she was just a girl she expected the world  
But it flew away from her reach and the bullets catch in her teeth  
Life goes on, it gets so heavy  
The wheel breaks the butterfly every tear a waterfall  
In the night the stormy night she'll close her eyes  
In the night the stormy night away she'd fly  
  
And dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh)  
  
She'd dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh-oh)  
  
La-la-la-la-la-la-la  
La-la-la-la-la-la-la-la-la-la  
And so lying underneath those stormy skies  
She'd say, ""Oh, oh, oh, oh, oh, oh  
I know the sun must set to rise""  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh oh oh oh oh oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh

"
Coldplay,Poor Me,"Poor me, I'm floating out to sea  
An opportunity that went by  
Poor you, oh what you gonna do  
No what you gonna do, you just cry  
  
Oh, you always come undone  
Try into the sun, you don't know why  
Poor you, I know what you gonna do  
Come on love i'll see it through, I don't know why  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
Poor me, now float me out to sea  
Oh no just let it be, come on try  
Poor you, oh what you gonna do  
Oh what you gonna do, you just cry  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
I don't understand  
I don't understand  
  
Oooh, ahhhh, ahhhh

"
Coldplay,Princess Of China,"Once upon a time somebody ran  
Somebody ran away saying, ""Fast as I can""  
I got to go  
I got to go  
  
Once upon a time we fell apart  
You're holding in your hands  
The two halves of my heart  
Oh-oh, oh-oh-oh  
  
Once upon a time we're burning bright  
That all we ever seemed to do is fight  
On and on  
And on and on and on  
  
Once upon a time on the same side  
Once upon a time on the same side  
In the same game, now why'd you have to go  
Have to go and throw it all in my flame  
  
Could've been a princess, you'd be a king  
Could have had a castle and worn a ring  
But no, you let me go  
  
I could've been a princess, you'd be a king  
Could have had a castle and worn a ring,  
But no, you let me go  
  
Stole my star  
La-la-la-la-la-la, la-la-la-la-la-la  
La-la-la-la-la  
You stole my star  
La-la-la-la-la-la  
  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh-oh, you really hurt me  
'Cause you really hurt me  
You really hurt me

"
Coldplay,Proof,"So I waited for you  
What wouldn't I do?  
And I'm covered it's true  
I'm covered in you  
  
If I ever want proof  
I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
So I waited all day  
What wouldn't I say  
And all the thing in you way  
Things happen that way  
  
And if I ever want proof  
Then I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
Light, light, light... light...

"
Coldplay,Rainy Day,"Then there was rain  
The sky wore a veil of gold and gray  
At night it was the bright of the moon with me  
Time just floated away  
  
Then there was rain  
The town's foundations were crumbling  
To the ground comes a bit of a tumbling  
And time just floated away  
We can watch it and stay and we can listen  
  
Oh, rainy day, come round  
Sometimes I just want it to slow down  
And we're separated now  
I'm down  
But I love it when you come over to the house  
I love it when you come over to my house  
  
Then there was rain  
And I spent the night with the Queen of Spain  
My lonely little heart would've broke again  
Times were vicious  
  
Singing, deeper that the knife goes in the more you win  
You win but with less than when you begin  
Deeper that the knife goes in  
Oooooooooooooooh  
  
Ooh, rainy day come round  
Sometimes I just want it to slow down  
We're separated now  
I'm down  
But I love it when you come over to the house  
I love it when you come over to my house  
  
Aaaaah aaaah aaaaaah  
Aaaaah aaaah aaaaaah  
Aaaaah aaaah aaaaaah  
  
But I love it when you come over to the house  
I love it when you come over to my house  
But I love it when you come over to the house  
I love it when you come over to my house

"
Coldplay,See You Soon,"See you lost your trust and you never should have, you never should have.  
Don't break your back if you ever see this.  
Don't answer that.  
In a bullet proof vest with the windows all closed  
I'll be doing my best  
I'll see you soon.  
In a telescope lens when all you want is friends  
I'll see you soon.  
  
See, they came for you they came snapping at your heels, they came snapping at
your heels.  
Don't break your back if you ever see this.  
Don't answer that.  
In a bullet proof vest with the windows all closed  
I'll be doing my best  
I'll see you soon.  
In a telescope lens when all you want is friends  
I'll see you soon.  
  
You lost your trust  
You lost your trust  
No don't lose your trust  
No don't lose your trust

"
Coldplay,Shiver,"So I look in your direction  
But you pay me no attention, do you  
I know you don't listen to me  
'Cause you say you see straight through me, don't you  
  
And on and on from the moment I wake  
To the moment I sleep  
I'll be there by your side  
Just you try and stop me  
I'll be waiting in line  
Just to see if you can  
  
Did she want me to change  
Well I change for good  
And I want you to know  
But you always get your way  
I wanted to say  
  
Don't you shiver, shiver, shiver  
  
I'll always be waiting for you  
So you know how much I need you  
But you never even see me, do you  
  
And is this is my final chance of getting you  
  
And on and on from the moment I wake  
To the moment I sleep  
I'll be there by your side  
Just you try and stop me  
I'll be waiting in line  
Just to see if you care  
  
Oh, oh, oh, oh  
  
Did she want me to change  
Well I change for good  
And I want you to know  
But you always get your way  
I wanted to say  
  
Don't you shiver  
Don't you shiver  
  
Sing it loud and clear  
I'll always be waiting for you  
  
Yeah I'll always be waiting for you  
Yeah I'll always be waiting for you  
Yeah I'll always be waiting for you  
For you I will always be waiting  
  
And it's you I see, but you don't see me  
And it's you I hear, so loud and clear  
I sing it loud and clear  
And I'll always be waiting for you  
  
So I look in your direction  
But you pay me no attention  
And you know how much I need you  
But you never even see me

"
Coldplay,Sleeping Sun,"Climb up your mountain, nineteen and countin'  
You have got seven, I have got one  
Blinded and hurtin', this I'm deserving  
I've got my secrets, you've only got the sleeping sun  
When you've got a secret then you've got to keep it  
When you have a question, answers will come  
Running and hiding, take and dividing  
You've got your secrets, I've only got a sleeping sun  
Sleeping sun  
Singing  
Ooh, ooh, ohh, ohh  
Ahh, ohh, ahh, ohh  
And you, as I saw, a piece in a jigsaw  
Run up and around it and jump up real tall  
Run round the houses north and the south is  
You've got your answers, we've only got a sleeping sun  
Sleeping sun  
Singing  
Ohh, ohh, ohh, ohh  
Ahh, ohh, ahh, ohh  

"
Coldplay,Solid Ground,"Oh, when I get back on solid ground  
I'm gonna crawl my way to you.  
  
Oh, I once was lost and now I'm found  
I'm gonna do what I should do,  
and when I get back on my feet again  
I'm gonna run my way to you.  
  
Oh, when all is lost and come undone  
I'm gonna sing out, and see ya through.  
But no, the water,  
the water flows over.  
  
Oh, when I get back off my feet again,  
I'm gonna crown my days a turn.  
  
So all I've been on my knees again,  
and I'll do it all the time.  
  
And when I get back on solid ground  
I'm gonna crawl my way to you.  
  
Oh, I once was lost, but now I'm found,  
so here's what I'm gonna do.  
  
I sing, oh, the water,  
the water flows over.  
I sing, oh, the water,  
the water flows over you.

"
Coldplay,Songbird,"Talking to the songbird yesterday  
Flew me to a place not far away  
She's a little pilot in my mind  
Singing songs of love to pass the time  
  
Gonna write a song so she can see  
Give her all the love she gives to me  
Talk of better days that have yet to come  
I never felt this love from anyone  
  
She's not anyone  
She's not anyone  
She's not anyone  
  
A man can never dream these kind of things  
Especially when she came and spread her wings  
Whispered in my ear the things I'd like  
Then she flew away into the night  
  
Gonna write a song so she can see  
Give her all the love she gives to me  
Talk of better days that have yet to come  
Never felt this love from anyone  
  
She's not anyone  
She's not anyone  
She's not anyone

"
Coldplay,Sparks,"Did I drive you away  
I know what you'll say  
You say, oh, sing one we know  
But I promise you this  
I'll always look out for you  
That's what I'll do  
  
I say oh  
I say oh  
  
My heart is yours  
It's you that I hold on to  
That's what I do  
And I know I was wrong  
But I won't let you down  
(Oh yeah, yeah, yes I will)  
  
I say oh  
I cry oh  
  
And I saw sparks  
Yeah I saw sparks  
And I saw sparks  
Yeah I saw sparks  
Sing it out  
  
La, la, la, la, oh  
La, la, la, la, oh  
La, la, la, la, oh

"
